id,code,name,partner_id/id,phone,address,franchise_start_date,franchise_end_date,description,status,portal_locked,invoiced
franchise_h134,H134,Cửa hàng 97 Phan Văn Hớn,wujia_franchise.partner_franchise_h134,0949441440,"97 Phan Văn Hớn, Tân Thới Nhất , Quận 12 ,TPHCM",2025-08-02,2026-08-02,,expired,0,0
franchise_h135,H135,Cửa hàng 605 Hà Huy Giáp,wujia_franchise.partner_franchise_h135,0369559162,"605 Hà Huy Giáp , Phường Thạnh Xuân , Quận 12 , TPHCM",2025-08-02,2026-08-02,Cấm tải 1 chiều,expired,0,0
franchise_h136,H136,[H136] Cửa hàng 176 Nguyễn Thị Tú,wujia_franchise.partner_franchise_h136,0982462842,"176 Nguyễn Thị Tú ,Phường Bình Hưng Hòa B ,Quận Bình Tân ,TPHCM",2022-08-05,2026-08-05,Cấm tải 1 chiều,expired,0,0
franchise_h138,H138,Cửa hàng 280A Hòa Bình,wujia_franchise.partner_franchise_h138,0789646626,"280 Hòa Bình, Hiệp Tân, Tân Phú, TP.HCM",2027-03-25,2027-03-26,,active,0,0
franchise_h139,H139,Cửa hàng 1/57 Quách Điêu,wujia_franchise.partner_franchise_h139,0964084138,"1/57 Quách Điêu, Ấp 6,Vĩnh Lộc A ,Bình Chánh ,TP.HCM",2022-08-11,2026-08-11,Cấm 16h-2h,expired,0,0
franchise_h140,H140,Cửa hàng 3A Hòa Bình,wujia_franchise.partner_franchise_h140,0793164866,"3A Hòa Bình, P3, Quận 11, TPHCM",2022-08-13,2026-08-13,,expired,0,0
franchise_h141,H141,[H141] Cửa hàng 110 Phạm Viết Chánh,wujia_franchise.partner_franchise_h141,0939762518,"110 Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1,TP.HCM",2022-08-13,2026-08-13,Cấm dừng-cấm đậu (xe 900kg),expired,0,0
franchise_h142,H142,Cửa hàng 486 Nguyễn Duy Trinh,wujia_franchise.partner_franchise_h142,0386919929,"486 Nguyễn Duy Trinh , P. Bình Trưng Đông, Quận 2, Thủ Đức, HCM",2025-08-22,2026-08-22,,expired,0,0
franchise_h143,H143,Cửa hàng 98B Linh Đông,wujia_franchise.partner_franchise_h143,02862865359,"98B Linh Đông ,Phường Linh Đông ,Thủ Đức , TP.HCM",2025-08-30,2026-08-30,,active,0,0
franchise_h144,H144,Cửa hàng 133-133A Liêu Bình Hương,wujia_franchise.partner_franchise_h144,0838255993,"133-133A Liêu Bình Hương, Tân Lập ,Xã Tân Thông Hội ,Củ Chi, TP.HCM",2025-09-01,2026-09-01,Cấm đỗ,active,0,0
franchise_h148,H148,Cửa hàng 267 Tây Thạnh,wujia_franchise.partner_franchise_h148,0908982894,"267 Tây Thạnh , Phường Tây Thạnh ,Quận Tân Phú ,TP.HCM",2025-09-07,2026-09-07,,active,0,0
franchise_h149,H149,[H149] Cửa hàng 72 Vườn Lài,wujia_franchise.partner_franchise_h149,0938059411,"72 Vườn Lài, An Phú Đông, Quận 12",2025-03-27,2027-03-27,,active,0,0
franchise_h150,H150,Cửa hàng 965 Huỳnh Tấn Phát,wujia_franchise.partner_franchise_h150,0705789867,"965A Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, TP.HCM",2025-09-08,2026-09-08,,active,0,0
franchise_h151,H151,Cửa hàng 1028 Trường Sa,wujia_franchise.partner_franchise_h151,0867204033,"1028 Trường sa, Phường 12, Quận 3, TP.HCM",2025-09-14,2026-09-14,,active,0,0
franchise_h152,H152,Cửa hàng  1/87G Lê Thị Hà,wujia_franchise.partner_franchise_h152,0966979152,"1/87G Lê Thị Hà, Tân Xuân, Hóc Môn, Hồ Chí Minh",2025-09-14,2026-09-14,,active,0,0
franchise_h153,H153,Cửa hàng 205 Đường số 4,wujia_franchise.partner_franchise_h153,0353860820,"205 Đường số 4, KP6, Linh Trung, Đại Học Nông Lâm, Thủ Đức",2027-02-17,2027-02-18,Đường nhỏ,active,0,0
franchise_h154,H154,[H154] Cửa hàng 1394A Huỳnh Tấn Phát,wujia_franchise.partner_franchise_h154,0888293187,"1394A Huỳnh Tấn Phát , Phường Phú Mỹ ,Quận 7 , TP.HCM",2027-03-21,2027-03-22,,active,0,0
franchise_h155,H155,Cửa hàng 4/27 Quang Trung,wujia_franchise.partner_franchise_h155,0938254155,"4/27 Đường Quang Trung, Ấp Nam Thới, Xã Thới Tam Thôn, Hóc Môn , TP.HCM",2027-05-01,2027-05-02,"Cấm tải (500/900), Cấm dừng cấm đậu sau 16h",active,0,0
franchise_h157,H157,Cửa hàng 2/5B Nguyễn Ảnh Thủ,wujia_franchise.partner_franchise_h157,0988997719,"2/5B Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp, Quận 12.",2023-05-25,2026-05-25,,expired,0,0
franchise_h158,H158,Cửa hàng C8/24A Võ Văn Vân,wujia_franchise.partner_franchise_h158,0902373158,"C8/24A Võ Văn Vân , Vĩnh Lộc B , Bình Chánh, TPHCM",2027-03-29,2027-03-30,,active,0,0
franchise_h159,H159,Cửa hàng 1A3 Phạm Đình Hổ,wujia_franchise.partner_franchise_h159,0906626221,"1A3 Phạm Đình Hổ ,Phường 2 ,Quận 6 ,TP.HCM",2025-09-29,2027-09-29,,active,0,0
franchise_h160,H160,Cửa hàng 142A Phạm Hữu Lầu,wujia_franchise.partner_franchise_h160,0867888160,"142A Phạm Hữu Lầu, Phú Mỹ , Quận 7, TP. HCM",2025-10-12,2026-10-12,,active,0,0
franchise_h161,H161,Cửa hàng 452 Nguyễn Văn Tăng,wujia_franchise.partner_franchise_h161,0901839789,"452 Nguyễn Văn Tăng ,Phường Long Thạnh Mỹ ,Quận 9 ,TP.HCM",2026-10-12,2026-10-13,,active,0,0
franchise_h162,H162,[H162] Cửa hàng 174 An Dương Vương,wujia_franchise.partner_franchise_h162,0337869717,174 An Dương Vương P16 Quận 8.,2025-10-25,2027-10-25,,active,0,0
franchise_h163,H163,Cửa hàng 444 Hùng Vương,wujia_franchise.partner_franchise_h163,0862723273,"444 Hùng Vương, Phường 3, TP. Tân An, Tỉnh Long An",2025-10-31,2026-10-31,,active,0,0
franchise_h165,H165,Cửa hàng Số 70D Quốc Lộ 50,wujia_franchise.partner_franchise_h165,0777768800,"Số 70D ,QL50 ,Thị Trấn Cần Đước , Long An",2026-01-17,2027-01-17,,active,0,0
franchise_h166,H166,[H166] Cửa hàng Số 647 Trương Công Định,wujia_franchise.partner_franchise_h166,0378210206,"647 Trương Công Định, Phường 7, Vũng Tàu, Bà Rịa - Vũng Tàu.",2025-11-22,2026-11-22,Cấm 2T5,active,0,0
franchise_h168,H168,Cửa hàng 73/6 Lương Định Của,wujia_franchise.partner_franchise_h168,0966839259,"73/6 Lương Định Của, KP Tân Hoà, P.Đông Hoà, TP Dĩ An, Bình Dương",2025-06-07,2026-06-07,,expired,0,0
franchise_h170,H170,[H170] Cửa hàng 141 Lê Văn Chí,wujia_franchise.partner_franchise_h170,0981545896,"141 Lê Văn Chí ,Phường Linh Trung,TP.Thủ Đức",2027-04-10,2027-04-11,,active,0,0
franchise_h171,H171,Cửa hàng 17/17 - Khu phố 22 - Phường Linh Xuân,wujia_franchise.partner_franchise_h171,0779859668,"17/17 - Khu phố 22 - Phường Linh Xuân, Tp.Hồ Chí Minh",2024-12-01,2026-12-01,,active,0,0
franchise_h172,H172,Cửa hàng 45D Quốc Hương,wujia_franchise.partner_franchise_h172,0931300182,"45D Quốc Hương ,Phường Thảo Điền , TP.Thủ Đức",2025-12-05,2026-12-05,,active,0,0
franchise_h173,H173,Cửa hàng 608 Tô Ngọc Vân,wujia_franchise.partner_franchise_h173,0898481178,"608 Tô Ngọc Vân, Tỉnh Lộ 43, KP 3, Phường Tam Bình, TP.Thủ Đức",2025-06-06,2026-06-06,,expired,0,0
franchise_h175,H175,Cửa hàng 959 Trần Xuân Soạn,wujia_franchise.partner_franchise_h175,0938400512,"959 Trần Xuân Soạn ,Phường Tân Hưng, Quận 7, TPHCM",2026-01-14,2027-01-14,,active,0,0
franchise_h180,H180,[H180] Cửa hàng 40 Lê Lai,wujia_franchise.partner_franchise_h180,0932065308,"40 Lê Lai, Phường Bến Thành, Quận 1",2027-02-22,2027-02-23,,active,0,0
franchise_h181,H181,Cửa hàng 202 Cách Mạng Tháng 8,wujia_franchise.partner_franchise_h181,0924134139,"202 Cách Mạng Tháng 8, Phước Hiệp, Bà Rịa -Vũng Tàu",2025-02-22,2027-02-22,"Cấm 3,5T
Cấm đậu ngày lẻ",active,0,0
franchise_h183,H183,Cửa hàng 84 Đường 30/4,wujia_franchise.partner_franchise_h183,0909564183,"84 Đường 30/4 , Phường 1 , Thị Xã Cai Lậy , Tiền Giang",2025-02-27,2026-08-27,Cấm 5T,expired,0,0
franchise_h187,H187,Cửa hàng 8B Đường số 2,wujia_franchise.partner_franchise_h187,0975646954,"Số 8B Đường số 2, Phường An Khánh , Quận Thủ Đức, TP.HCM.",2027-03-09,2027-03-10,,active,0,0
franchise_h190,H190,Cửa hàng 2192/1B Quốc Lộ 1,wujia_franchise.partner_franchise_h190,0355483353,"2192/1B, Tổ 21, Khu Phố 4, Phường An Phú Đông , Quận 12, TPHCM.",2027-03-10,2027-03-11,"Cấm dừng, cấm đổ",active,0,0
franchise_h192,H192,Cửa hàng 26C Đoàn Hoàng Minh,wujia_franchise.partner_franchise_h192,0932294347,"26C, Đoàn Hoàng Minh, Phường 5 , Thành Phố Bến Tre",2027-03-14,2027-03-15,Cấm ô tô,active,0,0
franchise_h193,H193,Cửa hàng 6/4B Nguyễn Ảnh Thủ,wujia_franchise.partner_franchise_h193,0703678168,"6/4B Đường Nguyễn Ảnh Thủ,Xã Trung Chánh,Huyện Hóc Môn, TP HCM",2025-09-15,2026-09-15,,active,0,0
franchise_h194,H194,Cửa hàng 476 Lê Văn Việt,wujia_franchise.partner_franchise_h194,0384721021,"476 Đường Lê Văn Việt, Phường Tăng Nhơn Phú A, Thủ Đức, TP.HCM",2025-03-17,2027-03-17,,active,0,0
franchise_h196,H196,Cửa hàng 506 Lê Văn Lương,wujia_franchise.partner_franchise_h196,0372960570,"580 Lê Văn Lương, Tân Phong, Quận 7, Thành phố Hồ Chí Minh",2025-03-31,2027-03-31,,active,0,0
franchise_h197,H197,Cửa hàng 45 Võ Văn Ngân,wujia_franchise.partner_franchise_h197,0333602948,"45 Võ Văn Ngân, Phường Linh Chiểu, Quận Thủ Đức, TP.HCM",2025-04-08,2027-04-08,,active,0,0
franchise_h215,H215,Cửa hàng 224 Nguyễn Huệ,wujia_franchise.partner_franchise_h215,0339954538,"224 Nguyễn Huệ Phường 2, Thành Phố Cao Lãnh",2025-06-15,2026-06-15,,expired,0,0
franchise_h031,H031,[H031] Cửa hàng 116 Nguyễn Thị Nhỏ,wujia_franchise.partner_franchise_h031,0906-779-146,"116 Nguyễn Thị Nhỏ, phường 15, Quận 11, TP.HCM",2027-05-02,2027-05-03,Đường nhỏ (500/900),active,1,0
franchise_h035,H035,Cửa hàng 196/20 Phạm Văn Thuận,wujia_franchise.partner_franchise_h035,0342744172,"196/20 Phạm Văn Thuận , Tam Hiệp , Thành Phố Biên Hòa, Đồng Nai",2025-10-31,2026-10-31,Cấm trên 2T,active,0,0
franchise_h040,H040,[H040] Cửa hàng 186D Phan Văn Trị,wujia_franchise.partner_franchise_h040,0565904364,"186D Phan Văn Trị, Phường 12, Quận Bình Thạnh, TP.HCM",2025-11-02,2026-11-02,,active,0,0
franchise_h131,H131,[H131] Cửa hàng 414 Nguyễn Thị Đặng,wujia_franchise.partner_franchise_h131,0972851718,"414 Nguyễn Thị Đặng, Tân Thới Hiệp, Quận 12, TP HCM",2027-07-28,2027-07-29,,active,0,0
franchise_h146,H146,Cửa hàng 94 Cách Mạng Tháng 8,wujia_franchise.partner_franchise_h146,0967024637,"94 Cách Mạng Tháng 8, Phường 2, TP Cao Lãnh, Đồng Tháp",2025-08-30,2026-08-30,"Cấm 3,5T",active,0,0
franchise_h147,H147,[H147] Cửa hàng 15/15 Bùi Trọng Nghĩa,wujia_franchise.partner_franchise_h147,0889368456,"15/15 Bùi Trọng Nghĩa, Phường Trảng Dài, Thành Phố Biên Hoà, Tỉnh Đồng Nai",2025-09-07,2026-09-07,Cấm trên 2T,active,0,0
franchise_h167,H167,Cửa hàng 67 Đồng Khởi,wujia_franchise.partner_franchise_h167,0845160167,"Số 67 Đồng Khởi, Khu Phố 3, Phường Tam Hoà ,TP Biên Hoà ,Đồng Nai",2025-11-22,2026-11-22,Cấm trên 2T,active,0,0
franchise_h176,H176,[H176] Cửa hàng 160 Hùng Vương,wujia_franchise.partner_franchise_h176,0988302247,"160 Hùng Vương, Phường 2, Tân An, Long An.",2027-02-01,2027-02-02,,active,0,0
franchise_h185,H185,Cửa hàng 369 Nguyễn Văn Cừ,wujia_franchise.partner_franchise_h185,0823881686,369Đ - Nguyễn Văn Cừ nối dài - An Khánh - Ninh Kiều - Cần Thơ,2025-09-08,2026-09-08,,active,0,0
franchise_h189,H189,Cửa hàng 154 Ba Cu,wujia_franchise.partner_franchise_h189,0962115751,"154 Ba Cu , Phường 3 , TP Vũng Tàu",2027-03-12,2027-03-13,Cấm 2T5,active,0,0
franchise_h205,H205,Cửa hàng 87 Tôn Đức Thắng,wujia_franchise.partner_franchise_h205,0762934240,"87 Tôn Đức Thắng, Khóm Bình Long 1, Mỹ Bình, Long Xuyên, An Giang",2025-05-17,2026-05-17,,expired,0,0
franchise_h208,H208,Cửa hàng Số 9 Lý Tự Trọng,wujia_franchise.partner_franchise_h208,0783394640,"Số 9 Lý Tự Trọng, An Cư, Ninh Kiều, Cần Thơ",2025-05-20,2026-05-20,,expired,0,0
franchise_h212,H212,Cửa hàng 38 Đường CN1,wujia_franchise.partner_franchise_h212,0902454423,"38 Đường CN1, Phường Sơn Kỳ ,Quận Tân Phú ,TP.HCM",2025-07-01,2026-07-01,,expired,0,0
franchise_h049,H049,Cửa hàng 493 Tô Ký,wujia_franchise.partner_franchise_h049,0345080316,"493 Tô Ký, Phường Trung Mỹ Tây, Quận 12, TP.HCM",2025-11-02,2026-11-02,,active,0,0
franchise_h055,H055,Cửa hàng 10C/1 Nguyễn Ái Quốc,wujia_franchise.partner_franchise_h055,0379605060,"10C/1, Đường Nguyễn Ái Quốc, Khu Phố 1, Hố Nai, Biên Hòa , Đồng Nai.",2025-01-04,2027-01-04,Cấm trên 2T,active,0,0
franchise_h060,H060,[H060] Cửa hàng 52/1 Thủ Khoa Huân,wujia_franchise.partner_franchise_h060,0964099689,"52/1 Thủ Khoa Huân, Thuận Giao, Thuận An, Bình Dương",2025-01-10,2027-01-10,,active,0,0
franchise_h226,H226,Cửa hàng 173 Nguyễn Trãi,wujia_franchise.partner_franchise_h226,0826720969,"173 Nguyễn Trãi, Phường Mỹ Long, TP Long Xuyên, An Giang",2025-07-06,2026-07-06,,expired,0,0
franchise_h209,H209,Cửa hàng 11 Nguyễn Huệ,wujia_franchise.partner_franchise_h209,0932643209,"11 Nguyễn Huệ, Khu Phố 1, Phường 2, Thị Xã Gò Công, Tiền Giang",2025-05-24,2026-05-24,,expired,0,0
franchise_h137,H137,Cửa hàng 119 Lý Thường Kiệt,wujia_franchise.partner_franchise_h137,0778887866,"119 Lý Thường Kiệt , Phường 4 , TP Mỹ Tho , Tiền Giang",2022-08-05,2026-08-05,Cấm 11h-13h;16h-18h,expired,0,0
franchise_h145,H145,Cửa hàng 123 Phan Đình Phùng,wujia_franchise.partner_franchise_h145,0967921889,"123 Phan Đình Phùng, P Trung Dũng, Tp Biên Hòa",2025-08-30,2026-08-30,Cấm trên 2T,active,0,0
franchise_h198,H198,Cửa hàng 125 Nguyễn Văn Rốp,wujia_franchise.partner_franchise_h198,0867361009,"125 Nguyễn Văn Rốp , TX Trảng Bàng , Tây Ninh",2027-04-10,2027-04-11,,active,0,0
franchise_h095,H095,Cửa hàng 160 Võ Thị Sáu,wujia_franchise.partner_franchise_h095,0333665465,"160 Đường Võ Thị Sáu, Khu Phố 7 , Phường Thống Nhất , Thành Phố Biên Hòa, Tỉnh Đồng Nai",2027-04-19,2027-04-20,Cấm trên 2T,active,0,0
franchise_h072,H072,Cửa hàng 161 Ấp Bắc,wujia_franchise.partner_franchise_h072,0342204272,"161 Ấp Bắc, Phường 5, Tp Mỹ Tho, Tỉnh Tiền Giang",2025-09-09,2026-09-09,Cấm 6h-8h;11h-13h;16h-18h,active,0,0
franchise_h096,H096,Cửa hàng 194 Phan Trung,wujia_franchise.partner_franchise_h096,0394938168,"194 Đường Phan Trung, KP 7, Phường Tân Tiến , Biên Hòa, Đồng Nai",2027-04-20,2027-04-21,Cấm trên 2T,active,0,0
franchise_h203,H203,Cửa hàng 192B Đường 30/4,wujia_franchise.partner_franchise_h203,0353730130,"192B Đường 30/4 Phường An Phú, Quận Ninh Kiều , Cần Thơ",2025-11-17,2026-11-17,,active,0,0
franchise_h195,H195,Cửa hàng 200 Huỳnh Thanh Mừng,wujia_franchise.partner_franchise_h195,0866503168,"200 Huỳnh Thanh Mừng , KP1, Phường Long Hoa, Thị Xã Hòa Thành, Tây Ninh",2025-03-28,,,draft,0,0
franchise_h164,H164,Cửa hàng 207 Nguyễn Văn Khạ,wujia_franchise.partner_franchise_h164,0949249785,"207 Nguyễn Văn Khạ ,Tổ 1, Ấp Cậy Sộp ,Xã Tân An Hội ,Huyện Củ Chi ,TPHCM",2026-11-08,2026-11-09,Cấm đỗ,active,0,0
franchise_h174,H174,Cửa hàng 21 Nguyễn Huệ,wujia_franchise.partner_franchise_h174,0343480546,"21 Nguyễn Huệ, Phường 2, Tp Vĩnh Long",2026-01-09,2027-01-09,,active,0,0
franchise_h182,H182,Cửa hàng 226B Đường 3 Tháng 2,wujia_franchise.partner_franchise_h182,0765239445,"226B ,Đường 3 Tháng 2 ,P.Hưng Lợi ,Q Ninh Kiều ,TP.Cần Thơ",2025-02-25,2027-02-25,,active,0,0
franchise_h188,H188,Cửa hàng 23C Cách Mạng Tháng 8,wujia_franchise.partner_franchise_h188,0939447606,"23C Cách Mạng Tháng 8, Phường An Thới, Quận Bình Thủy, TP Cần Thơ",2027-03-01,2027-03-02,,active,0,0
franchise_h191,H191,[H191] Cửa hàng 296 Hùng Vương,wujia_franchise.partner_franchise_h191,0966278314,"296 Hùng Vương , Phường Long Khánh , Đồng Nai",2025-11-05,2027-11-05,,active,0,0
franchise_h206,H206,Cửa hàng 25 Phạm Thái Bường,wujia_franchise.partner_franchise_h206,0346963606,"25 Phạm Thái Bường, P3, Trà Vinh",2025-10-01,2026-10-01,"Cấm 3,5T",active,0,0
franchise_h177,H177,Cửa hàng 269 Đường 30/4,wujia_franchise.partner_franchise_h177,0813250652,"269 Đường 30/4 Khu Phố 1, Phường 1, Thành Phố Tây Ninh, Tỉnh Tây Ninh",2025-08-10,2026-08-10,,expired,0,0
franchise_h062,H062,Cửa hàng 301B Trần Phú,wujia_franchise.partner_franchise_h062,0977454084,"301B Trần Phú ,Phường Xuân An ,TP .Long Khánh ,Tỉnh Đồng Nai",2026-01-24,2027-01-24,,active,0,0
franchise_h211,H211,Cửa hàng 174 Trần Phú,wujia_franchise.partner_franchise_h211,0342995489,"174 Trần Phú, Khóm 5, Phường 7, Bạc Liêu",2025-06-02,2026-06-02,,expired,0,0
franchise_h029,H029,Cửa hàng 32 Hai Bà Trưng,wujia_franchise.partner_franchise_h029,0388862674,"32 Hai Bà Trưng, Khu Phước Long, Long Thành, Đồng Nai",2027-03-19,2027-03-20,Cấm 3T5,active,0,0
franchise_h184,H184,Cửa hàng 41N Mậu Thân,wujia_franchise.partner_franchise_h184,0931861192,"Số 41N Đường Mậu Thân, Phường An Hoà, Quận Ninh Kiều, TP Cần Thơ",2025-02-28,2026-09-01,,active,0,0
franchise_h186,H186,[H186] Cửa hàng 207 Nguyễn Trãi,wujia_franchise.partner_franchise_h186,0362260974,"207 Nguyễn Trãi, Thới Bình, Ninh Kiều, Cần Thơ",2025-09-10,2026-09-10,Cấm 5T,active,0,0
franchise_h156,H156,Cửa hàng 43 Thủ Khoa Huân,wujia_franchise.partner_franchise_h156,0399778864,"43 Thủ Khoa Huân, Phường 1 , Thành Phố Mỹ Tho , Tình Tiền Giang",2025-02-17,2027-02-17,,active,0,0
franchise_h178,H178,[H178] Cửa hàng 41A Đường 2/9,wujia_franchise.partner_franchise_h178,0886956662,"41A Đường 2/9, Phường 1, Vĩnh Long",2025-08-10,2026-08-10,,expired,0,0
franchise_h199,H199,Cửa hàng 66 Hùng Vương,wujia_franchise.partner_franchise_h199,0326672707,"66 Hùng Vương, KP Thanh Bình C, Thị Trấn Gò Dầu, Tây Ninh",2027-04-13,2027-04-14,,active,0,0
franchise_h201,H201,[H201] Cửa hàng 731 Tạ Quang Bửu,wujia_franchise.partner_franchise_h201,0902797688,"731 Tạ Quang Bửu, Phường 4, Quận 8",2025-05-13,2026-05-13,,expired,0,0
franchise_h238,H238,Cửa hàng 16/5  Nguyễn Thị Sóc,wujia_franchise.partner_franchise_h238,0364274823 (Gọi tiệm trước 10 phút),"16/5 Nguyễn Thị Sóc, Ấp Bắc Lân, Xã Bà Điểm, Huyện Hóc Môn, TP.HCM",2025-08-10,2026-08-10,"Gọi tiệm trước 10 phút, cấm dừng, cấm đậu",expired,0,0
franchise_h239,H239,[H239] Cửa hàng 184 Xô Viết Nghệ Tĩnh,wujia_franchise.partner_franchise_h239,0936018231,"184 Xô Viết Nghệ Tĩnh, Phường 19, Quận Bình Thạnh",2025-08-14,2026-08-14,,expired,0,0
franchise_h235,H235,Cửa hàng 430 Phạm Văn Bạch,wujia_franchise.partner_franchise_h235,0376066895,"430 Phạm Văn Bạch, Phường 12, Quận Gò Vấp, TP. HCM",2025-08-09,2026-08-09,,expired,0,0
franchise_h232,H232,Cửa hàng 1086 Lê Văn Lương,wujia_franchise.partner_franchise_h232,0783472640,"1086 Lê Văn Lương, Ấp 3, Phước Kiển, Nhà Bè, TP. HCM",2025-08-05,2026-08-05,,expired,0,0
franchise_h227,H227,Cửa hàng Số 6 Hưng Phú,wujia_franchise.partner_franchise_h227,0772868638,"Số 6, Lô 1 Hưng Phú, Phường 10, Quận 8, TP.HCM",2025-07-14,2027-07-14,,active,0,0
franchise_h225,H225,Cửa hàng 1235 Nguyễn Duy Trinh,wujia_franchise.partner_franchise_h225,0335900182,"1235 Nguyễn Duy Trinh, Phường Long Trường, Quận 9, TP.HCM",2025-09-06,,,draft,0,0
franchise_h224,H224,Cửa hàng 1809 Quốc lộ 50,wujia_franchise.partner_franchise_h224,0931329417,"1809 Quốc lộ 50, Ấp 2, Xã Phong Phú, Huyện Bình Chánh, TP. HCM.",2025-07-06,2027-07-06,,active,0,0
franchise_h223,H223,Cửa hàng 484 Tân Hoà Đông,wujia_franchise.partner_franchise_h223,0379647413,"484 Tân Hoà Đông, Phường Bình Trị Đông, Quận Bình Tân, TP.HCM",2025-07-03,2026-07-03,,expired,0,0
franchise_h222,H222,Cửa hàng 205 Nguyễn Hữu Thọ,wujia_franchise.partner_franchise_h222,0767263222,"205 Nguyễn Hữu Thọ, KP2, Thị Trấn Bến Lức, Huyện Bến Lức, Long An.",2025-06-29,2026-06-29,,expired,0,0
franchise_h221,H221,[H221] Cửa hàng 2316 Quốc Lộ 50,wujia_franchise.partner_franchise_h221,0931299934,"2316 Quốc lộ 50, xã Đa Phước, huyện Bình Chánh, TP. HCM",2025-06-24,2026-06-24,,expired,0,0
franchise_h220,H220,Cửa hàng 326 Trần Văn Giàu,wujia_franchise.partner_franchise_h220,0898881194,"326 Trần Văn Giàu, Phường Tân Tạo, Quân Bình Tân,TP.HCM",2025-06-24,2026-06-24,,expired,0,0
franchise_h219,H219,Cửa hàng 1199 Tỉnh Lộ 8,wujia_franchise.partner_franchise_h219,0987590085,"1199 Tỉnh Lộ 8, Ấp Thạnh An, Xã Trung An, Huyện Củ Chi, TP.HCM",2025-06-23,2026-06-23,,expired,0,0
franchise_h216,H216,[H216] Cửa hàng 275 Lâm Văn Bền,wujia_franchise.partner_franchise_h216,0786340881,"275 Lâm Văn Bền, Phường Tân Thuận, Quận 7",2025-06-20,2026-06-20,,expired,0,0
franchise_h210,H210,Cửa hàng 154A Hùng Vương,wujia_franchise.partner_franchise_h210,0937468220,"154A Hùng Vương, Hiệp Phước, Huyện Nhơn Trạch ,Đồng Nai",2025-12-01,2026-06-01,,expired,0,0
franchise_h204,H204,Cửa hàng 651B Điện Biên Phủ,wujia_franchise.partner_franchise_h204,0865885378,"651B, Điện Biên Phủ, Phường 1, Quận 3, TP.HCM",2026-03-03,2027-03-03,,active,0,0
franchise_h202,H202,Cửa hàng 114/6 Phan Văn Hớn,wujia_franchise.partner_franchise_h202,0931242133,"114/6 Phan Văn Hớn, ấp 5, Xuân Thới Thượng, Hóc Môn, TP.HCM",2025-05-13,2026-05-13,,expired,0,0
franchise_h106,H106,[Cửa hàng H106]  353AA Nguyễn Văn Cừ,wujia_franchise.partner_franchise_h106,0909558351,"353AA Nguyễn Văn Cừ, Phường An Bình, Quận Ninh Kiều, Cần Thơ",2025-05-07,2026-05-07,,expired,0,0
franchise_h230,H230,Cửa hàng 591B Trà Cổ,wujia_franchise.partner_franchise_h230,0969866331,"591B Trà Cổ, Xã Bình Minh, Huyện Trảng Bom, Đồng Nai",2025-07-26,2026-07-26,,expired,0,0
franchise_h002,H002,Cửa hàng 760 Bình Tân Tỉnh Lộ 10,wujia_franchise.partner_franchise_h002,0777278016,"760 Tỉnh Lộ 10, Phường Bình Trị Đông B, Quận Bình Tân",2026-08-27,,Cấm 6h-9h; 16h-2h,draft,0,0
franchise_h207,H207,Cửa hàng 390 Lê Duẩn,wujia_franchise.partner_franchise_h207,0389568820,"390 Lê Duẩn, Khu Văn Hải, Long Thành, Đồng Nai",2025-05-22,2026-05-22,Cấm 3T5,expired,0,0
franchise_h218,H218,Cửa hàng 125A Trần Phú,wujia_franchise.partner_franchise_h218,0363229644,"125A Trần Phú, Phường 1, Sa Đéc, Đồng Tháp",2025-06-22,2026-06-22,Cấm giờ 6-8h; 11-13h30; 16-18h,expired,0,0
franchise_h213,H213,Cửa hàng Lô L5-20 Mai Thị Hồng Hạnh,wujia_franchise.partner_franchise_h213,0822339213,"Lô L5-20 Mai Thị Hồng Hạnh, TX Rạch Sỏi, Kiên Giang",2025-06-15,2026-06-15,,expired,0,0
franchise_h231,H231,Cửa hàng 90D Đường 3 Tháng 2,wujia_franchise.partner_franchise_h231,0923831234,"90D Đường 3 Tháng 2, Xuân Khánh, Quận Ninh Kiều, Cần Thơ",2026-01-28,2027-01-28,,active,0,0
franchise_h242,H242,Cửa hàng 168 Quốc Lộ 1A,wujia_franchise.partner_franchise_h242,0379666235,"168 Quốc Lộ 1A, Tổ 6, Ấp 1, Xã An Hữu, Huyện Cái Bè, Tỉnh Tiền Giang",2025-08-24,2026-08-24,,expired,0,0
franchise_h240,H240,Cửa hàng 311 Phạm Văn Chiêu,wujia_franchise.partner_franchise_h240,0707498849,"311 Phạm Văn Chiêu, Phường 14, Gò Vấp, TPHCM",2025-09-05,2026-09-05,,active,0,0
franchise_h030,H030,Cửa hàng 171 Nguyễn Ái Quốc,wujia_franchise.partner_franchise_h030,0342744172,"171 KP3 Đường Nguyễn Ái Quốc, P.Tân Biên, Biên Hòa, Đồng Nai",2025-09-16,2026-09-16,Cấm trên 2T,active,0,0
franchise_h214,H214,Cửa hàng 161 Hà Hoàng Hổ,wujia_franchise.partner_franchise_h214,0911795636,"161 Hà Hoàng Hổ , Mỹ Xuyên, TP. Long Xuyên, An Giang",2025-06-15,2026-06-15,,expired,0,0
